"n","ID","SL","CAV","MDS1","DS1","MDS1NA","MDS2","DS2","MDS2NA","MDS3","DS3","MDS3NA","MDF","MAF","MCV","MAV","MPT","LPT","MPSP","PSP.L","PSP.R","MPSPNA","TPG","ECT","CLE","PMX","Scale_10mm","fish_id","bin","part_type"
2544,"V332710_L2563_1_P.jpg",3949.3291,480.8078,0,NA,0,1,232.9979,0,1,184.9108,0,11,9,17,13,5,109.1788,0,NA,NA,0,NA,NA,NA,168.2379,641.5107,"V332710","L2563","P"
2545,"V332711_L2564_2_P.jpg",NA,339.6917,0,NA,0,0,NA,0,1,106.1697,0,0,8,0,13,4,98.4886,0,NA,NA,0,NA,379.6841,375.5583,86.0233,671.4075,"V332711","L2564","P"
2546,"V332712_L2565_1_P.jpg",3738.5309,419.163,0,NA,0,0,NA,0,1,97.6729,0,7,0,18,13,5,114.2366,0,NA,NA,0,NA,NA,NA,NA,681.1652,"V332712","L2565","P"
2547,"V332714_L2567_1_P.jpg",NA,NA,1,371.0795,0,1,328.2499,0,1,206.3904,0,0,0,0,0,6,201.2014,2,488.5949,466.1695,0,785.7767,NA,NA,NA,672.0119,"V332714","L2567","P"
2548,"V332715_L2568_1_P.jpg",NA,272.1846,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,4,52.7466,0,NA,NA,0,NA,NA,179.6886,NA,693.9103,"V332715","L2568","P"
2549,"V332717_L2570_1_P.jpg",NA,540.5745,0,NA,0,0,NA,0,0,NA,0,0,0,17,0,4,78.7464,0,NA,NA,0,NA,NA,660.303,152.0526,644.0373,"V332717","L2570","P"
2550,"V332718_L2571_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,155.3319,0,0,0,0,0,0,NA,2,624.0513,NA,0,NA,NA,NA,256.4995,693.1551,"V332718","L2571","P"
2551,"V332719_L2572_1_P.jpg",2651.9135,351.1599,0,NA,0,0,NA,0,1,79.2591,1,9,9,18,12,4,127.847,0,NA,NA,0,130.9994,338.9764,346.9665,136.5543,690.7916,"V332719","L2572","P"
2552,"V332721_L2574_1_P.jpg",NA,477.3545,0,NA,0,0,NA,0,1,108.2405,0,0,0,0,0,0,NA,0,NA,NA,0,174.631,373.3631,518.8025,134.2386,698.1834,"V332721","L2574","P"
2553,"V332722_L2575_1_C.jpg",NA,463.1525,0,NA,0,0,NA,0,1,104.0192,0,9,8,0,0,4,116.8247,0,NA,NA,0,NA,NA,NA,NA,675.6123,"V332722","L2575","C"
2554,"V332723_L2576_1_P.jpg",3530.1639,449.9858,0,NA,0,0,NA,0,0,NA,0,6,8,17,12,6,96.6075,0,NA,NA,0,NA,478.7703,414.0978,149.94,681,"V332723","L2576","P"
2555,"V332724_L2577_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,83.678,0,0,0,0,0,6,73.7902,0,NA,NA,0,151.4629,592.2854,510.1412,NA,664.1596,"V332724","L2577","P"
2556,"V332725_L2579_1_P.jpg",NA,NA,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,453.3277,NA,0,NA,NA,392.9198,NA,666.5201,"V332725","L2579","P"
2557,"V332726_L2580_1_P.jpg",4098.7998,475.2477,0,NA,0,0,NA,0,1,76.9415,0,8,9,16,12,5,86.3481,0,NA,NA,0,NA,301.7018,424.4149,172.0465,681.2694,"V332726","L2580","P"
2558,"V332729_L2583_1_P.jpg",3409.4904,472.5456,0,NA,0,0,NA,0,1,88.6397,0,7,0,17,12,5,122.4132,0,NA,NA,0,166.979,523.9275,NA,NA,729.7465,"V332729","L2583","P"
2559,"V332730_L2584_1_P.jpg",NA,724.5439,1,397.633,0,1,451.0078,0,1,184.954,0,9,0,19,11,5,264.0303,2,NA,NA,0,1076.6021,NA,741.8248,NA,692.5662,"V332730","L2584","P"
2560,"V332731_L2585A_1_P.jpg",2774.0674,363.1766,0,NA,0,0,NA,0,1,73.5459,0,0,0,0,0,4,105.513,0,NA,NA,0,NA,377.8809,375.6834,NA,688.4722,"V332731","L2585A","P"
2561,"V332731_L2585B_1_P.jpg",NA,301.5818,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V332731","L2585B","P"
2562,"V332731_L2585B_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,96.0469,0,9,0,0,13,5,64.8999,0,NA,NA,0,NA,NA,422.0521,127.6323,661.4779,"V332731","L2585B","P"
2563,"V332732_L2586_1_P.jpg",NA,524.1508,0,NA,0,0,NA,0,1,144.2775,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,772.5827,"V332732","L2586","P"
2564,"V332732_L2586_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,110.0545,0,NA,NA,0,NA,NA,NA,NA,NA,"V332732","L2586","P"
2565,"V332733_L2587_1_P.jpg",3888.3127,470.4438,0,NA,0,0,NA,0,1,75.8947,0,10,11,17,13,4,88.8144,0,NA,NA,0,158.7955,NA,NA,103.769,773.2529,"V332733","L2587","P"
2566,"V332734_L2588_1_P.jpg",4520.9518,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,220.6898,701.5412,762.1443,157.5817,776.6595,"V332734","L2588","P"
2567,"V332738_L2592_1_P.jpg",NA,512.6293,1,340.2822,0,1,507.6219,0,1,142.436,0,0,0,0,0,6,161.9877,2,452.8664,465.6694,0,888.1261,724.0994,580.0552,162.8251,781.24,"V332738","L2592","P"
2568,"V332740_L2594_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,367.2274,336.6021,135.8308,770.1824,"V332740","L2594","P"
2569,"V332741_L2595_1_P.jpg",3515.0993,NA,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,803.5123,"V332741","L2595","P"
2570,"V332742_L2596_1_P.jpg",3298.7212,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,623.0762,"V332742","L2596","P"
2571,"V332743_L2597_1_P.jpg",NA,554.837,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,181.1077,NA,NA,224.5707,765.4646,"V332743","L2597","P"
2572,"V332744_L2598_1_P.jpg",4061.6253,513.3685,1,297.3214,0,1,469.553,0,1,192.333,0,0,0,18,0,6,113.1371,2,NA,NA,0,892.8875,NA,NA,147.5127,681.1755,"V332744","L2598","P"
2573,"V332745_L2599_1_P.jpg",3505.664,392.2145,0,NA,0,1,261.5033,0,1,122.3765,0,10,8,16,15,5,NA,0,NA,NA,0,191.4158,514.8048,473.0328,230.8939,617.7378,"V332745","L2599","P"
2574,"V332746_L2600_1_P.jpg",NA,401.9909,0,NA,1,0,NA,1,1,172.7542,0,11,9,18,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V332746","L2600","P"
2575,"V332746_L2600_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,2,NA,NA,0,NA,NA,NA,NA,NA,"V332746","L2600","P"
2576,"V332746_L2600_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,348.9413,NA,0,NA,NA,NA,NA,739.1346,"V332746","L2600","P"
2577,"V332747_L2601_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,93.723,0,0,0,0,0,4,240.2998,0,NA,NA,0,182.8223,478.0293,NA,NA,756.9412,"V332747","L2601","P"
2578,"V332748_L2602_1_P.jpg",NA,617.8038,0,NA,1,0,NA,1,1,96.0833,0,10,7,19,0,0,169.7056,2,484.2479,429.6603,0,898.1492,660.1939,590.5387,NA,716.1006,"V332748","L2602","P"
2579,"V332749_L2603_1_P.jpg",NA,441.1093,1,355.0789,0,1,524.7256,0,1,247.259,0,9,9,16,0,5,220.4949,2,453.2483,462.3505,0,720.7559,404.3773,379.9474,150.4792,660.9811,"V332749","L2603","P"
2580,"V332750_L2604_1_P.jpg",NA,NA,0,NA,0,1,205.3412,0,1,106.066,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,757.0053,"V332750","L2604","P"
2581,"V332755_L2609_1_P.jpg",NA,369.3065,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,385.5088,NA,NA,759.6341,"V332755","L2609","P"
2582,"V332756_L2610_1_P.jpg",2975.3664,351.7125,0,NA,0,0,NA,0,1,76.896,0,7,9,18,13,4,142.6184,0,NA,NA,0,NA,303.0149,299.1739,119.4362,756.8567,"V332756","L2610","P"
2583,"V332757_L2611_1_P.jpg",NA,646.3645,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,2,533.4417,NA,0,1009.7524,704.1136,606.1551,NA,764.2617,"V332757","L2611","P"
2584,"V332758_L2612_1_P.jpg",2765.4159,NA,0,NA,0,0,NA,0,1,75,0,9,0,0,0,5,107.7079,0,NA,NA,0,NA,374.2192,291.6025,138.1304,730.0425,"V332758","L2612","P"
2585,"V332760_L2614_1_P.jpg",NA,NA,1,131.8939,0,1,215.1279,0,1,100.4988,0,0,0,0,0,4,94.0213,2,246.7144,NA,0,292.9846,235.2275,232.7746,68.8767,744.2177,"V332760","L2614","P"
2586,"V332761_L2615_1_P.jpg",NA,401.2065,0,NA,0,0,NA,0,0,NA,0,8,7,0,0,4,82.8734,0,NA,NA,0,NA,418.3061,376.6909,NA,705.762,"V332761","L2615","P"
2587,"V332762_L2616_1_P.jpg",NA,472.944,0,NA,0,0,NA,0,1,105.1713,0,8,7,16,0,0,91.7824,0,NA,NA,0,126.321,NA,NA,NA,753.0538,"V332762","L2616","P"
2588,"V332763_L2617_1_P.jpg",3737.5714,454.6519,0,NA,0,0,NA,0,1,97.4064,0,0,9,0,0,0,NA,0,NA,NA,0,NA,524.3815,NA,NA,762.0604,"V332763","L2617","P"
2589,"V332765_L2619_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,107.5407,0,0,0,0,0,6,177.4063,0,NA,NA,0,NA,NA,NA,NA,771.0934,"V332765","L2619","P"
2590,"V332766_L2620_1_P.jpg",2090.806,NA,0,NA,0,1,177.2907,0,1,90.1998,0,9,0,20,10,5,71.3863,0,NA,NA,0,NA,NA,280.0286,80.2247,781.4986,"V332766","L2620","P"
2591,"V332767_L2621_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,470.4551,NA,103.9663,777.8335,"V332767","L2621","P"
2592,"V332769_L2624_1_P.jpg",NA,747.8936,0,NA,0,0,NA,0,1,114.5426,0,0,0,0,0,5,172.7426,0,NA,NA,0,292.0274,628.1146,737.314,207.4608,785.0197,"V332769","L2624","P"
2593,"V332770_L2625_1_P.jpg",NA,462.3579,1,320.9299,0,1,449.5698,0,1,211.4734,0,8,0,0,13,4,156.8694,2,NA,NA,0,NA,NA,NA,NA,NA,"V332770","L2625","P"
2594,"V332770_L2625_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,808.3564,395.1405,420.5948,NA,781.7033,"V332770","L2625","P"
2595,"V332771_L2626_1_P.jpg",NA,430.5906,1,280.9128,0,1,402.005,0,1,228.1403,0,0,0,0,16,5,84.9706,2,214.7557,229.1201,0,645.7771,467.1488,NA,NA,772.8389,"V332771","L2626","P"
2596,"V332772_L2627_1_P.jpg",NA,575.9118,1,303.5342,0,1,473.9715,0,1,NA,0,0,0,0,13,4,NA,2,NA,NA,0,570.8283,642.2523,563.6488,166.7093,675.0267,"V332772","L2627","P"
2597,"V332773_L2628_1_P.jpg",3219.6765,393.0884,0,NA,0,0,NA,0,1,87.4643,0,9,6,15,13,3,192.0937,0,NA,NA,0,129.1395,399.1015,NA,146.1095,786.5838,"V332773","L2628","P"
2598,"V332774_L2629_1_C.jpg",NA,292.9325,0,NA,0,0,NA,0,1,111.0856,0,0,0,16,0,0,123.3207,0,NA,NA,0,NA,NA,NA,NA,NA,"V332774","L2629","C"
2599,"V332774_L2629_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,780.1128,"V332774","L2629","C"
2600,"V332774_L2629_1_P.jpg",NA,299.2408,0,NA,0,0,NA,0,1,105.5462,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,764.9967,"V332774","L2629","P"
2601,"V332775_L2630_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,93.723,0,0,0,0,0,4,111.4854,0,NA,NA,0,NA,392.9198,431.0406,NA,774.2848,"V332775","L2630","P"
2602,"V332776_L2631_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,388.5614,NA,102.8008,748.9967,"V332776","L2631","P"
2603,"V332777_L2632_1_P.jpg",3079.5332,400.2778,0,NA,0,0,NA,0,1,123.3288,0,0,0,14,0,4,75.06,0,NA,NA,0,NA,345.1174,423.8608,163.2176,754.0093,"V332777","L2632","P"
2604,"V332778_L2633_1_P.jpg",2631.9046,NA,0,NA,0,0,NA,0,1,99.3177,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,125.032,778.117,"V332778","L2633","P"
2605,"V332779_L2634_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,399.0113,444.5773,108.1665,778.8511,"V332779","L2634","P"
2606,"V332780_L2635A_1_P.jpg",2715.3166,NA,0,NA,0,0,NA,0,1,105.2236,0,0,0,0,12,4,108.6646,0,NA,NA,0,NA,385.0247,375.686,72.4431,766.1279,"V332780","L2635A","P"
2607,"V332780_L2635B_1_P.jpg",NA,343.7238,0,NA,0,0,NA,0,0,NA,0,0,0,16,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,751.0612,"V332780","L2635B","P"
2608,"V332781_L2636_1_P.jpg",NA,501.4272,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,5,148.9463,0,NA,NA,0,222.991,NA,547.4486,178.3928,750.3839,"V332781","L2636","P"
2609,"V332782_L2637_1_P.jpg",3280.7048,344.257,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V332782","L2637","P"
2610,"V332782_L2637_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,114.6124,0,0,0,17,0,4,111.0856,1,NA,NA,0,NA,373.1488,395.8181,99.2975,797.5588,"V332782","L2637","P"
2611,"V332783_L2638_1_P.jpg",3529.2294,405.8191,0,NA,0,1,377.0106,0,1,155.6824,0,0,0,17,0,0,144.281,2,437.0126,NA,0,725.2806,NA,NA,NA,NA,"V332783","L2638","P"
2612,"V332783_L2638_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,681.1057,"V332783","L2638","P"
2613,"V332784_L2639_1_P.jpg",NA,452.6713,0,NA,0,0,NA,0,1,75,0,8,7,16,11,4,93.0484,0,NA,NA,0,181.3202,NA,NA,NA,759.0237,"V332784","L2639","P"
2614,"V332786_L2641_1_P.jpg",NA,NA,0,NA,0,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,115.8016,615.8774,551.9022,224.0179,758.1695,"V332786","L2641","P"
2615,"V332788_L2643_1_P.jpg",NA,592.2204,0,NA,0,0,NA,0,1,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,762.8604,"V332788","L2643","P"
2616,"V332789_L2644B_1_P.jpg",3726.6306,431.6234,0,NA,0,0,NA,0,1,159.3989,0,0,0,18,12,4,90.4489,0,NA,NA,0,NA,486.2592,571.9388,177.1017,742.1105,"V332789","L2644B","P"
2617,"V332791_L2646_1_P.jpg",NA,336.0595,0,NA,0,0,NA,0,1,97.6729,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,739.635,"V332791","L2646","P"
2618,"V332792_L2647_1_P.jpg",NA,351.8247,0,NA,1,0,NA,1,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,760.5393,"V332792","L2647","P"
2619,"V332793_L2648_1_P.jpg",4386.1746,526.6249,0,NA,0,1,273.7882,0,1,144.2221,0,8,0,17,12,6,176.4086,0,NA,NA,0,493.3153,425.1306,496.0806,NA,764.5025,"V332793","L2648","P"
2620,"V332794_L2649_1_P.jpg",NA,256.1064,1,NA,0,1,113.6486,0,1,NA,0,0,9,0,0,0,NA,2,237.6973,NA,0,NA,NA,NA,NA,732.4616,"V332794","L2649","P"
2621,"V332795_L2650_1_P.jpg",4467.1835,506.2507,0,NA,0,0,NA,0,1,77.666,0,9,8,16,12,6,120.0666,0,NA,NA,0,202.5438,511.6249,520.9837,144.2221,NA,"V332795","L2650","P"
2622,"V332795_L2650_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,743.6989,"V332795","L2650","P"
2623,"V332796_L2651_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,72.1249,554.5133,568.8699,237.2277,759.9243,"V332796","L2651","P"
2624,"V332798_L2653_1_P.jpg",NA,395.5784,0,NA,0,0,NA,0,0,NA,0,0,14,0,0,0,NA,0,NA,NA,0,NA,573.1885,NA,NA,737.9024,"V332798","L2653","P"
2625,"V332799_L2654_1_P.jpg",1127.016,143.5089,0,NA,0,0,NA,0,1,32.249,0,0,0,17,15,3,23,0,NA,NA,0,NA,77.1298,149.3754,33.8378,734.9864,"V332799","L2654","P"
2626,"V332800_L2655_2_P.jpg",NA,533.954,0,NA,0,0,NA,0,1,136.8941,0,7,8,0,10,4,154.6351,0,NA,NA,0,NA,NA,NA,NA,744.6153,"V332800","L2655","P"
2627,"V332801_L2656_1_P.jpg",2283.5203,286.2829,0,NA,0,0,NA,0,1,100.8148,0,9,7,17,13,6,54.8129,0,NA,NA,0,NA,272.0064,302.1816,NA,726.1491,"V332801","L2656","P"
2628,"V332802_L2657_1_P.jpg",NA,616.0693,0,NA,0,0,NA,0,1,151.6113,0,0,0,0,0,7,148.7347,0,NA,NA,0,NA,554.5133,632.6231,222.991,747.3854,"V332802","L2657","P"
2629,"V332803_L2658_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,69.0652,0,0,0,0,0,5,72,0,NA,NA,0,NA,399.0113,476.0557,NA,745.5468,"V332803","L2658","P"
2630,"V332805_L2660_1_P.jpg",2724.5963,365.0963,0,NA,0,0,NA,0,1,102.1763,0,9,8,16,13,5,111,0,NA,NA,0,216.0208,282.7808,322.8452,121.4907,752.6832,"V332805","L2660","P"
2631,"V332806_L2661_1_P.jpg",3995.0469,556.8681,0,NA,0,0,NA,0,1,164.7301,0,10,8,17,0,4,124.5793,0,NA,NA,0,NA,829.12,478.4642,NA,720.5442,"V332806","L2661","P"
2632,"V332807_L2662_1_P.jpg",NA,485.964,0,NA,0,0,NA,0,1,91.2414,0,0,0,19,0,0,128.4056,0,NA,NA,0,NA,NA,NA,177,787.4414,"V332807","L2662","P"
2633,"V332808_L2663_1_P.jpg",NA,504.0065,0,NA,0,0,NA,0,1,139.3126,0,7,8,0,12,4,174.631,0,NA,NA,0,NA,744.0108,601.4383,183.5211,763.1199,"V332808","L2663","P"
2634,"V332809_L2664_1_P.jpg",NA,673.4087,0,NA,0,0,NA,0,1,NA,0,7,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,247.9355,752.2659,"V332809","L2664","P"
2635,"V332810_L2665_1_P.jpg",4293.9903,573.9136,0,NA,0,0,NA,0,1,26.4659,0,8,0,0,0,5,91.3893,0,NA,NA,0,NA,NA,NA,NA,740.5187,"V332810","L2665","P"
2636,"V332812_L2667_1_P.jpg",4594.468,495.2077,0,NA,0,0,NA,0,1,152.8398,0,7,7,18,11,4,121.6553,0,NA,NA,0,146.8605,698.2722,661.5497,149.7732,NA,"V332812","L2667","P"
2637,"V332812_L2667_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,742.159,"V332812","L2667","P"
2638,"V332813_L2668_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,689.1618,604.053,214.8488,742.5039,"V332813","L2668","C"
2639,"V332814_L2669_1_P.jpg",NA,NA,0,NA,0,0,NA,0,1,133.9627,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,748.5406,"V332814","L2669","P"
2640,"V332815_L2670_1_P.jpg",3073.4323,370.3306,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V332815","L2670","P"
2641,"V332815_L2670_1_P.jpg",NA,NA,0,NA,0,1,300.6742,0,1,106.066,0,8,7,17,14,5,144.281,0,NA,NA,0,NA,504.0804,NA,116.6919,742.553,"V332815","L2670","P"
2642,"V332816_L2671_1_P.jpg",4709.174,599.7651,1,441.1077,0,1,435.4124,0,1,173.2974,0,8,9,17,11,5,156.0513,2,472.0678,433.8479,0,844.0853,621.1731,570.0947,230.8246,NA,"V332816","L2671","P"
2643,"V332816_L2671_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,743.1178,"V332816","L2671","P"
2644,"V332817_L2672_1_P.jpg",NA,468.7619,0,NA,0,0,NA,0,1,93.145,0,10,0,17,0,0,159.6778,0,NA,NA,0,190.683,NA,NA,NA,729.0062,"V332817","L2672","P"
2645,"V332818_L2673_1_P.jpg",NA,493.6546,1,339.7558,0,1,424.5292,0,1,187.1817,0,0,0,17,0,5,165.2453,2,528.9282,515.0311,0,NA,NA,NA,NA,NA,"V332818","L2673","P"
2646,"V332818_L2673_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,812.69,NA,NA,NA,687.3209,"V332818","L2673","P"
2647,"V332819_L2674_1_P.jpg",4605.4611,536.6203,1,361.884,0,1,474.721,0,1,193.8659,0,9,0,17,12,4,288.2499,2,579.2271,NA,0,812.7386,763.7905,505.0782,170.8801,757.2265,"V332819","L2674","P"
2648,"V332820_L2675A_1_P.jpg",3746.3604,454.6255,0,NA,0,0,NA,0,0,NA,0,0,0,19,0,0,NA,0,NA,NA,0,NA,464.1551,631.2527,161.8394,659.6241,"V332820","L2675A","P"
2649,"V332820_L2675B_1_P.jpg",NA,436.0988,0,NA,0,0,NA,0,0,NA,0,10,9,17,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,657.6093,"V332820","L2675B","P"
2650,"V332821_L2676_1_P.jpg",NA,NA,1,398.8985,0,1,472.8975,0,1,224.5707,0,0,0,0,0,0,NA,2,NA,NA,0,NA,688.2093,642.4204,200.04,743.8925,"V332821","L2676","P"
2651,"V332822_L2675_1_P.jpg",4467.7905,518.0847,0,NA,0,0,NA,0,1,130.2306,0,10,8,17,0,5,140.2284,0,NA,NA,0,116,459.1645,453.2725,174.9514,785.2337,"V332822","L2675","P"
2652,"V332822_L2677_1_P.jpg",2955.4888,366.4699,0,NA,0,0,NA,0,1,80.7217,0,8,6,0,13,5,89.0449,0,NA,NA,0,NA,450.8492,390.6917,118.072,748.3963,"V332822","L2677","P"
2653,"V332823_L2678_1_P.jpg",NA,503.8118,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,129.0271,0,NA,NA,0,NA,NA,NA,NA,746.1608,"V332823","L2678","P"
2654,"V332824_L2679_1_P.jpg",NA,507.128,0,NA,0,0,NA,0,1,153.1176,0,8,0,0,0,5,174,0,NA,NA,0,170.4729,NA,630.6925,NA,769.6038,"V332824","L2679","P"
2655,"V332825_L2680_1_P.jpg",NA,425.3547,1,401.9664,0,1,487.1191,0,1,189.8552,0,9,0,0,0,0,206.826,2,520.2471,NA,0,913.6219,NA,585,NA,736.0523,"V332825","L2680","P"
2656,"V332826_L2681_1_P.jpg",NA,NA,1,390.5483,0,1,594.0774,0,1,266.8333,0,0,0,0,0,0,NA,2,589.5354,NA,0,914.9164,NA,NA,NA,713.9524,"V332826","L2681","P"
2657,"V332828_L2683_1_P.jpg",NA,320.8333,1,152.9706,0,1,NA,0,1,NA,0,0,9,19,12,0,NA,2,414.6613,346,0,548.3648,357.7709,298.4292,NA,671.3151,"V332828","L2683","P"
2658,"V332829_L2684A_1_P.jpg",4488.3868,512.9171,0,NA,0,0,NA,0,1,100,0,8,0,17,13,5,84.3801,0,NA,NA,0,NA,481.3315,476.4032,220.327,736.8799,"V332829","L2684A","P"
2659,"V332829_L2684B_1_P.jpg",4459.3686,532.7071,0,NA,0,0,NA,0,1,117.0385,0,9,8,17,13,5,144.1249,0,NA,NA,0,NA,555,492.6033,228.7094,NA,"V332829","L2684B","P"
2660,"V332829_L2684B_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,739.1942,"V332829","L2684B","P"
2661,"V332830_L2685_1_P.jpg",4412.0653,545.6373,0,NA,0,1,93.723,0,1,188.6796,0,9,8,18,0,5,202.5438,2,428.747,480.2832,0,1056.2803,631.8101,548.744,186.0753,744.5267,"V332830","L2685","P"
2662,"V332831_L2686_1_P.jpg",5243.738,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"V332831","L2686","P"
2663,"V332831_L2686_1_P.jpg",NA,623.7055,0,NA,0,0,NA,0,0,NA,0,9,8,17,14,5,138.5208,0,NA,NA,0,288.562,677.6614,685.0584,NA,NA,"V332831","L2686","P"
2664,"V332831_L2686_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,766.4281,"V332831","L2686","P"
2665,"V332832_L2687_1_P.jpg",NA,656.8059,0,NA,0,0,NA,0,1,143.5618,0,10,8,16,0,0,171.4205,0,NA,NA,0,NA,NA,NA,NA,757.0588,"V332832","L2687","P"
2666,"V332834_L2689_1_P.jpg",3976.5754,494.206,1,279.0842,0,1,334.903,0,1,166.5173,0,0,0,0,11,4,173.8505,2,423.7924,NA,0,772.7458,429.1946,495.2898,NA,609.8918,"V332834","L2689","P"
2667,"V332835_L2690_1_P.jpg",4263.8071,511.786,0,NA,0,0,NA,0,1,107.4802,0,0,0,0,0,4,140.0571,0,NA,NA,0,NA,619.9355,487.2946,144.0555,NA,"V332835","L2690","P"
2668,"V332835_L2690_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,760.3789,"V332835","L2690","P"
2669,"V332836_L2691_1_P.jpg",2538.5665,363.5901,1,324.7214,0,1,362.6844,0,1,139.2695,0,9,7,16,0,4,48.7032,2,409.3556,390.0564,0,488.2008,329.4602,383.7186,NA,763.036,"V332836","L2691","P"
2670,"V332837_L2692_1_C.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,123.3288,415.8654,491.1395,165.463,768.2109,"V332837","L2692","C"
2671,"V332837_L2692_1_P.jpg",NA,NA,0,NA,0,0,NA,0,0,NA,1,0,0,0,0,0,NA,0,NA,NA,0,NA,483.6238,543.3415,182.3952,770.6621,"V332837","L2692","P"
