"","Microfossil_Type","Morphotype","Genus_Type","Species","Variety","Sample_ID","Transect","Count","Recorder"
"2596","Phytolith","Spheroid","Psilate",NA,NA,"V332534_L2278",3,21,"Megan O'toole"
"2597","Phytolith","Spheroid","Ornate",NA,NA,"V332534_L2278",3,24,"Megan O'toole"
"2598","Phytolith","Spheroid","Plicate",NA,NA,"V332534_L2278",3,1,"Megan O'toole"
"2599","Phytolith","Tracheary_annulate",NA,NA,NA,"V332534_L2278",3,3,"Megan O'toole"
"2600","Phytolith","Cross",NA,NA,NA,"V332534_L2278",3,0,"Megan O'toole"
"2601","Phytolith","Unknown_Fragment",NA,NA,NA,"V332534_L2278",3,52,"Megan O'toole"
"2602","Sponge_Spicule",NA,NA,NA,NA,"V332534_L2278",3,0,"Megan O'toole"
"2603","Charred",NA,NA,NA,NA,"V332534_L2278",3,23,"Megan O'toole"
"2604","Unknown",NA,NA,NA,NA,"V332534_L2278",3,3,"Megan O'toole"
"2605","Diatom","Araphid",NA,"spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2606","Diatom","Araphid","Fragilaria","vaucheriae",NA,"V332534_L2278",4,0,"Megan O'toole"
"2607","Diatom","Araphid","Fragilariales","spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2608","Diatom","Araphid","Odontidium","spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2609","Diatom","Araphid","Punctastriata","mimetica",NA,"V332534_L2278",4,0,"Megan O'toole"
"2610","Diatom","Araphid","Pseudostaurosira","brevistriata",NA,"V332534_L2278",4,0,"Megan O'toole"
"2611","Diatom","Araphid","Pseudostaurosira","trainorii",NA,"V332534_L2278",4,0,"Megan O'toole"
"2612","Diatom","Araphid","Staurosira","construens","construens","V332534_L2278",4,0,"Megan O'toole"
"2613","Diatom","Araphid","Staurosira","construens","binodis","V332534_L2278",4,0,"Megan O'toole"
"2614","Diatom","Araphid","Staurosira","construens","venter","V332534_L2278",4,0,"Megan O'toole"
"2615","Diatom","Araphid","Staurosirella","spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2616","Diatom","Araphid","Staurosirella","leptostauron","leptostauron","V332534_L2278",4,0,"Megan O'toole"
"2617","Diatom","Araphid","Staurosirella","leptostauron","dubia","V332534_L2278",4,0,"Megan O'toole"
"2618","Diatom","Araphid","Staurosirella","pinnata",NA,"V332534_L2278",4,0,"Megan O'toole"
"2619","Diatom","Araphid","Tetracyclus","spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2620","Diatom","Asymmetric_Biraphid",NA,"spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2621","Diatom","Asymmetric_Biraphid","Amphora","spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2622","Diatom","Asymmetric_Biraphid","Amphora","coffeaeformis",NA,"V332534_L2278",4,0,"Megan O'toole"
"2623","Diatom","Asymmetric_Biraphid","Cymbella","spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2624","Diatom","Asymmetric_Biraphid","Cymbella","cymbiformis",NA,"V332534_L2278",4,0,"Megan O'toole"
"2625","Diatom","Asymmetric_Biraphid","Encyonema","spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2626","Diatom","Asymmetric_Biraphid","Gomphoneis","spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2627","Diatom","Centric",NA,"spp.",NA,"V332534_L2278",4,4,"Megan O'toole"
"2628","Diatom","Centric","Actinocyclus","spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2629","Diatom","Centric","Alveophora","americana",NA,"V332534_L2278",4,0,"Megan O'toole"
"2630","Diatom","Centric","Aulocoseira","spp.",NA,"V332534_L2278",4,1,"Megan O'toole"
"2631","Diatom","Centric","Aulocoseira","ambigua",NA,"V332534_L2278",4,0,"Megan O'toole"
"2632","Diatom","Centric","Aulocoseira","canadensis",NA,"V332534_L2278",4,0,"Megan O'toole"
"2633","Diatom","Centric","Aulocoseira","pusilla",NA,"V332534_L2278",4,0,"Megan O'toole"
"2634","Diatom","Centric","Aulocoseira","subarctica",NA,"V332534_L2278",4,0,"Megan O'toole"
"2635","Diatom","Centric","Aulocoseira","tenella",NA,"V332534_L2278",4,1,"Megan O'toole"
"2636","Diatom","Centric","Chaetoceros","spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2637","Diatom","Centric","Cyclostephanos","tholiformis",NA,"V332534_L2278",4,0,"Megan O'toole"
"2638","Diatom","Centric","Cyclotella","spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2639","Diatom","Centric","Lindavia","rossii",NA,"V332534_L2278",4,0,"Megan O'toole"
"2640","Diatom","Centric","Pliocaenicus","spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2641","Diatom","Centric","Stephanodiscus","spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2642","Diatom","Epithemioid","Epithemia","musculus",NA,"V332534_L2278",4,0,"Megan O'toole"
"2643","Diatom","Epithemioid","Epithemia","Rhopalodia",NA,"V332534_L2278",4,0,"Megan O'toole"
"2644","Diatom","Eunotioid",NA,"spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2645","Diatom","Eunotioid","Eunotia","spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2646","Diatom","Eunotioid","Semiorbis","spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2647","Diatom","Monoraphid",NA,"spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2648","Diatom","Monoraphid","Cocconeis","spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2649","Diatom","Monoraphid","Planothidium","apiculatum",NA,"V332534_L2278",4,0,"Megan O'toole"
"2650","Diatom","Monoraphid","Planothidium","delicatulum",NA,"V332534_L2278",4,0,"Megan O'toole"
"2651","Diatom","Nitzschioid",NA,"spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2652","Diatom","Nitzschioid","Nitzschia","fonticola",NA,"V332534_L2278",4,0,"Megan O'toole"
"2653","Diatom","Surirelloid","Surirella","amphioxys",NA,"V332534_L2278",4,0,"Megan O'toole"
"2654","Diatom","Symmetric_Biraphid",NA,"spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2655","Diatom","Symmetric_Biraphid","Anomoeneis","spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2656","Diatom","Symmetric_Biraphid","Anomoeneis","sculpta",NA,"V332534_L2278",4,0,"Megan O'toole"
"2657","Diatom","Symmetric_Biraphid","Craticula","spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2658","Diatom","Symmetric_Biraphid","Geissleria","spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2659","Diatom","Symmetric_Biraphid","Navicula","spp.",NA,"V332534_L2278",4,0,"Megan O'toole"
"2660","Diatom","Unknown_Fragment",NA,NA,NA,"V332534_L2278",4,32,"Megan O'toole"
"2661","Phytolith","Acicular",NA,NA,NA,"V332534_L2278",4,2,"Megan O'toole"
"2662","Phytolith","Acute",NA,NA,NA,"V332534_L2278",4,0,"Megan O'toole"
"2663","Phytolith","Acute","Arcuate",NA,NA,"V332534_L2278",4,0,"Megan O'toole"
"2664","Phytolith","Bilobate",NA,NA,NA,"V332534_L2278",4,0,"Megan O'toole"
"2665","Phytolith","Blocky",NA,NA,NA,"V332534_L2278",4,4,"Megan O'toole"
"2666","Phytolith","Brachiate",NA,NA,NA,"V332534_L2278",4,0,"Megan O'toole"
"2667","Phytolith","Bulliform_flabellate",NA,NA,NA,"V332534_L2278",4,0,"Megan O'toole"
"2668","Phytolith","Elongate",NA,NA,NA,"V332534_L2278",4,0,"Megan O'toole"
"2669","Phytolith","Elongate","Arcuate_type_1",NA,NA,"V332534_L2278",4,0,"Megan O'toole"
"2670","Phytolith","Elongate","Dentate",NA,NA,"V332534_L2278",4,0,"Megan O'toole"
"2671","Phytolith","Elongate","Entire_type_1",NA,NA,"V332534_L2278",4,0,"Megan O'toole"
"2672","Phytolith","Elongate","Entire_type_2",NA,NA,"V332534_L2278",4,6,"Megan O'toole"
"2673","Phytolith","Elongate","Sinuate",NA,NA,"V332534_L2278",4,0,"Megan O'toole"
"2674","Phytolith","Oblong","Psilate",NA,NA,"V332534_L2278",4,23,"Megan O'toole"
"2675","Phytolith","Polygonal","Tabular_type_1",NA,NA,"V332534_L2278",4,0,"Megan O'toole"
"2676","Phytolith","Polygonal","Tabular_type_2",NA,NA,"V332534_L2278",4,5,"Megan O'toole"
"2677","Phytolith","Polyhedral","Sclereid",NA,NA,"V332534_L2278",4,14,"Megan O'toole"
"2678","Phytolith","Rondel",NA,NA,NA,"V332534_L2278",4,0,"Megan O'toole"
"2679","Phytolith","Spheroid","Granulate",NA,NA,"V332534_L2278",4,4,"Megan O'toole"
"2680","Phytolith","Spheroid","Psilate",NA,NA,"V332534_L2278",4,16,"Megan O'toole"
"2681","Phytolith","Spheroid","Ornate",NA,NA,"V332534_L2278",4,31,"Megan O'toole"
"2682","Phytolith","Spheroid","Plicate",NA,NA,"V332534_L2278",4,1,"Megan O'toole"
"2683","Phytolith","Tracheary_annulate",NA,NA,NA,"V332534_L2278",4,1,"Megan O'toole"
"2684","Phytolith","Cross",NA,NA,NA,"V332534_L2278",4,0,"Megan O'toole"
"2685","Phytolith","Unknown_Fragment",NA,NA,NA,"V332534_L2278",4,31,"Megan O'toole"
"2686","Sponge_Spicule",NA,NA,NA,NA,"V332534_L2278",4,1,"Megan O'toole"
"2687","Charred",NA,NA,NA,NA,"V332534_L2278",4,14,"Megan O'toole"
"2688","Unknown",NA,NA,NA,NA,"V332534_L2278",4,3,"Megan O'toole"
"2689","Diatom","Araphid",NA,"spp.",NA,"V332514_L2257",1,1,"Megan O'toole"
"2690","Diatom","Araphid","Fragilaria","vaucheriae",NA,"V332514_L2257",1,0,"Megan O'toole"
"2691","Diatom","Araphid","Fragilariales","spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2692","Diatom","Araphid","Odontidium","spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2693","Diatom","Araphid","Punctastriata","mimetica",NA,"V332514_L2257",1,0,"Megan O'toole"
"2694","Diatom","Araphid","Pseudostaurosira","brevistriata",NA,"V332514_L2257",1,0,"Megan O'toole"
"2695","Diatom","Araphid","Pseudostaurosira","trainorii",NA,"V332514_L2257",1,0,"Megan O'toole"
"2696","Diatom","Araphid","Staurosira","construens","construens","V332514_L2257",1,0,"Megan O'toole"
"2697","Diatom","Araphid","Staurosira","construens","binodis","V332514_L2257",1,0,"Megan O'toole"
"2698","Diatom","Araphid","Staurosira","construens","venter","V332514_L2257",1,0,"Megan O'toole"
"2699","Diatom","Araphid","Staurosirella","spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2700","Diatom","Araphid","Staurosirella","leptostauron","leptostauron","V332514_L2257",1,0,"Megan O'toole"
"2701","Diatom","Araphid","Staurosirella","leptostauron","dubia","V332514_L2257",1,0,"Megan O'toole"
"2702","Diatom","Araphid","Staurosirella","pinnata",NA,"V332514_L2257",1,0,"Megan O'toole"
"2703","Diatom","Araphid","Tetracyclus","spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2704","Diatom","Asymmetric_Biraphid",NA,"spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2705","Diatom","Asymmetric_Biraphid","Amphora","spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2706","Diatom","Asymmetric_Biraphid","Amphora","coffeaeformis",NA,"V332514_L2257",1,0,"Megan O'toole"
"2707","Diatom","Asymmetric_Biraphid","Cymbella","spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2708","Diatom","Asymmetric_Biraphid","Cymbella","cymbiformis",NA,"V332514_L2257",1,0,"Megan O'toole"
"2709","Diatom","Asymmetric_Biraphid","Encyonema","spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2710","Diatom","Asymmetric_Biraphid","Gomphoneis","spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2711","Diatom","Centric",NA,"spp.",NA,"V332514_L2257",1,4,"Megan O'toole"
"2712","Diatom","Centric","Actinocyclus","spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2713","Diatom","Centric","Alveophora","americana",NA,"V332514_L2257",1,0,"Megan O'toole"
"2714","Diatom","Centric","Aulocoseira","spp.",NA,"V332514_L2257",1,3,"Megan O'toole"
"2715","Diatom","Centric","Aulocoseira","ambigua",NA,"V332514_L2257",1,0,"Megan O'toole"
"2716","Diatom","Centric","Aulocoseira","canadensis",NA,"V332514_L2257",1,0,"Megan O'toole"
"2717","Diatom","Centric","Aulocoseira","pusilla",NA,"V332514_L2257",1,0,"Megan O'toole"
"2718","Diatom","Centric","Aulocoseira","subarctica",NA,"V332514_L2257",1,0,"Megan O'toole"
"2719","Diatom","Centric","Aulocoseira","tenella",NA,"V332514_L2257",1,0,"Megan O'toole"
"2720","Diatom","Centric","Chaetoceros","spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2721","Diatom","Centric","Cyclostephanos","tholiformis",NA,"V332514_L2257",1,0,"Megan O'toole"
"2722","Diatom","Centric","Cyclotella","spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2723","Diatom","Centric","Lindavia","rossii",NA,"V332514_L2257",1,0,"Megan O'toole"
"2724","Diatom","Centric","Pliocaenicus","spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2725","Diatom","Centric","Stephanodiscus","spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2726","Diatom","Epithemioid","Epithemia","musculus",NA,"V332514_L2257",1,0,"Megan O'toole"
"2727","Diatom","Epithemioid","Epithemia","Rhopalodia",NA,"V332514_L2257",1,0,"Megan O'toole"
"2728","Diatom","Eunotioid",NA,"spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2729","Diatom","Eunotioid","Eunotia","spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2730","Diatom","Eunotioid","Semiorbis","spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2731","Diatom","Monoraphid",NA,"spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2732","Diatom","Monoraphid","Cocconeis","spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2733","Diatom","Monoraphid","Planothidium","apiculatum",NA,"V332514_L2257",1,0,"Megan O'toole"
"2734","Diatom","Monoraphid","Planothidium","delicatulum",NA,"V332514_L2257",1,0,"Megan O'toole"
"2735","Diatom","Nitzschioid",NA,"spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2736","Diatom","Nitzschioid","Nitzschia","fonticola",NA,"V332514_L2257",1,0,"Megan O'toole"
"2737","Diatom","Surirelloid","Surirella","amphioxys",NA,"V332514_L2257",1,0,"Megan O'toole"
"2738","Diatom","Symmetric_Biraphid",NA,"spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2739","Diatom","Symmetric_Biraphid","Anomoeneis","spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2740","Diatom","Symmetric_Biraphid","Anomoeneis","sculpta",NA,"V332514_L2257",1,0,"Megan O'toole"
"2741","Diatom","Symmetric_Biraphid","Craticula","spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2742","Diatom","Symmetric_Biraphid","Geissleria","spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2743","Diatom","Symmetric_Biraphid","Navicula","spp.",NA,"V332514_L2257",1,0,"Megan O'toole"
"2744","Diatom","Unknown_Fragment",NA,NA,NA,"V332514_L2257",1,42,"Megan O'toole"
"2745","Phytolith","Acicular",NA,NA,NA,"V332514_L2257",1,1,"Megan O'toole"
"2746","Phytolith","Acute",NA,NA,NA,"V332514_L2257",1,0,"Megan O'toole"
"2747","Phytolith","Acute","Arcuate",NA,NA,"V332514_L2257",1,0,"Megan O'toole"
"2748","Phytolith","Bilobate",NA,NA,NA,"V332514_L2257",1,0,"Megan O'toole"
"2749","Phytolith","Blocky",NA,NA,NA,"V332514_L2257",1,3,"Megan O'toole"
"2750","Phytolith","Brachiate",NA,NA,NA,"V332514_L2257",1,3,"Megan O'toole"
"2751","Phytolith","Bulliform_flabellate",NA,NA,NA,"V332514_L2257",1,0,"Megan O'toole"
"2752","Phytolith","Elongate",NA,NA,NA,"V332514_L2257",1,0,"Megan O'toole"
"2753","Phytolith","Elongate","Arcuate_type_1",NA,NA,"V332514_L2257",1,0,"Megan O'toole"
"2754","Phytolith","Elongate","Dentate",NA,NA,"V332514_L2257",1,0,"Megan O'toole"
"2755","Phytolith","Elongate","Entire_type_1",NA,NA,"V332514_L2257",1,0,"Megan O'toole"
"2756","Phytolith","Elongate","Entire_type_2",NA,NA,"V332514_L2257",1,11,"Megan O'toole"
"2757","Phytolith","Elongate","Sinuate",NA,NA,"V332514_L2257",1,0,"Megan O'toole"
"2758","Phytolith","Oblong","Psilate",NA,NA,"V332514_L2257",1,34,"Megan O'toole"
"2759","Phytolith","Polygonal","Tabular_type_1",NA,NA,"V332514_L2257",1,0,"Megan O'toole"
"2760","Phytolith","Polygonal","Tabular_type_2",NA,NA,"V332514_L2257",1,0,"Megan O'toole"
"2761","Phytolith","Polyhedral","Sclereid",NA,NA,"V332514_L2257",1,16,"Megan O'toole"
"2762","Phytolith","Rondel",NA,NA,NA,"V332514_L2257",1,1,"Megan O'toole"
"2763","Phytolith","Spheroid","Granulate",NA,NA,"V332514_L2257",1,3,"Megan O'toole"
"2764","Phytolith","Spheroid","Psilate",NA,NA,"V332514_L2257",1,28,"Megan O'toole"
"2765","Phytolith","Spheroid","Ornate",NA,NA,"V332514_L2257",1,31,"Megan O'toole"
"2766","Phytolith","Spheroid","Plicate",NA,NA,"V332514_L2257",1,1,"Megan O'toole"
"2767","Phytolith","Tracheary_annulate",NA,NA,NA,"V332514_L2257",1,1,"Megan O'toole"
"2768","Phytolith","Cross",NA,NA,NA,"V332514_L2257",1,0,"Megan O'toole"
"2769","Phytolith","Unknown_Fragment",NA,NA,NA,"V332514_L2257",1,70,"Megan O'toole"
"2770","Sponge_Spicule",NA,NA,NA,NA,"V332514_L2257",1,2,"Megan O'toole"
"2771","Charred",NA,NA,NA,NA,"V332514_L2257",1,14,"Megan O'toole"
"2772","Unknown",NA,NA,NA,NA,"V332514_L2257",1,4,"Megan O'toole"
"2773","Diatom","Araphid",NA,"spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2774","Diatom","Araphid","Fragilaria","vaucheriae",NA,"V332514_L2257",2,0,"Megan O'toole"
"2775","Diatom","Araphid","Fragilariales","spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2776","Diatom","Araphid","Odontidium","spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2777","Diatom","Araphid","Punctastriata","mimetica",NA,"V332514_L2257",2,0,"Megan O'toole"
"2778","Diatom","Araphid","Pseudostaurosira","brevistriata",NA,"V332514_L2257",2,0,"Megan O'toole"
"2779","Diatom","Araphid","Pseudostaurosira","trainorii",NA,"V332514_L2257",2,0,"Megan O'toole"
"2780","Diatom","Araphid","Staurosira","construens","construens","V332514_L2257",2,0,"Megan O'toole"
"2781","Diatom","Araphid","Staurosira","construens","binodis","V332514_L2257",2,0,"Megan O'toole"
"2782","Diatom","Araphid","Staurosira","construens","venter","V332514_L2257",2,0,"Megan O'toole"
"2783","Diatom","Araphid","Staurosirella","spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2784","Diatom","Araphid","Staurosirella","leptostauron","leptostauron","V332514_L2257",2,0,"Megan O'toole"
"2785","Diatom","Araphid","Staurosirella","leptostauron","dubia","V332514_L2257",2,0,"Megan O'toole"
"2786","Diatom","Araphid","Staurosirella","pinnata",NA,"V332514_L2257",2,0,"Megan O'toole"
"2787","Diatom","Araphid","Tetracyclus","spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2788","Diatom","Asymmetric_Biraphid",NA,"spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2789","Diatom","Asymmetric_Biraphid","Amphora","spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2790","Diatom","Asymmetric_Biraphid","Amphora","coffeaeformis",NA,"V332514_L2257",2,0,"Megan O'toole"
"2791","Diatom","Asymmetric_Biraphid","Cymbella","spp.",NA,"V332514_L2257",2,1,"Megan O'toole"
"2792","Diatom","Asymmetric_Biraphid","Cymbella","cymbiformis",NA,"V332514_L2257",2,0,"Megan O'toole"
"2793","Diatom","Asymmetric_Biraphid","Encyonema","spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2794","Diatom","Asymmetric_Biraphid","Gomphoneis","spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2795","Diatom","Centric",NA,"spp.",NA,"V332514_L2257",2,2,"Megan O'toole"
"2796","Diatom","Centric","Actinocyclus","spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2797","Diatom","Centric","Alveophora","americana",NA,"V332514_L2257",2,0,"Megan O'toole"
"2798","Diatom","Centric","Aulocoseira","spp.",NA,"V332514_L2257",2,3,"Megan O'toole"
"2799","Diatom","Centric","Aulocoseira","ambigua",NA,"V332514_L2257",2,0,"Megan O'toole"
"2800","Diatom","Centric","Aulocoseira","canadensis",NA,"V332514_L2257",2,0,"Megan O'toole"
"2801","Diatom","Centric","Aulocoseira","pusilla",NA,"V332514_L2257",2,0,"Megan O'toole"
"2802","Diatom","Centric","Aulocoseira","subarctica",NA,"V332514_L2257",2,0,"Megan O'toole"
"2803","Diatom","Centric","Aulocoseira","tenella",NA,"V332514_L2257",2,0,"Megan O'toole"
"2804","Diatom","Centric","Chaetoceros","spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2805","Diatom","Centric","Cyclostephanos","tholiformis",NA,"V332514_L2257",2,0,"Megan O'toole"
"2806","Diatom","Centric","Cyclotella","spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2807","Diatom","Centric","Lindavia","rossii",NA,"V332514_L2257",2,0,"Megan O'toole"
"2808","Diatom","Centric","Pliocaenicus","spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2809","Diatom","Centric","Stephanodiscus","spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2810","Diatom","Epithemioid","Epithemia","musculus",NA,"V332514_L2257",2,0,"Megan O'toole"
"2811","Diatom","Epithemioid","Epithemia","Rhopalodia",NA,"V332514_L2257",2,0,"Megan O'toole"
"2812","Diatom","Eunotioid",NA,"spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2813","Diatom","Eunotioid","Eunotia","spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2814","Diatom","Eunotioid","Semiorbis","spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2815","Diatom","Monoraphid",NA,"spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2816","Diatom","Monoraphid","Cocconeis","spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2817","Diatom","Monoraphid","Planothidium","apiculatum",NA,"V332514_L2257",2,0,"Megan O'toole"
"2818","Diatom","Monoraphid","Planothidium","delicatulum",NA,"V332514_L2257",2,0,"Megan O'toole"
"2819","Diatom","Nitzschioid",NA,"spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2820","Diatom","Nitzschioid","Nitzschia","fonticola",NA,"V332514_L2257",2,0,"Megan O'toole"
"2821","Diatom","Surirelloid","Surirella","amphioxys",NA,"V332514_L2257",2,0,"Megan O'toole"
"2822","Diatom","Symmetric_Biraphid",NA,"spp.",NA,"V332514_L2257",2,2,"Megan O'toole"
"2823","Diatom","Symmetric_Biraphid","Anomoeneis","spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2824","Diatom","Symmetric_Biraphid","Anomoeneis","sculpta",NA,"V332514_L2257",2,0,"Megan O'toole"
"2825","Diatom","Symmetric_Biraphid","Craticula","spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2826","Diatom","Symmetric_Biraphid","Geissleria","spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2827","Diatom","Symmetric_Biraphid","Navicula","spp.",NA,"V332514_L2257",2,0,"Megan O'toole"
"2828","Diatom","Unknown_Fragment",NA,NA,NA,"V332514_L2257",2,53,"Megan O'toole"
"2829","Phytolith","Acicular",NA,NA,NA,"V332514_L2257",2,9,"Megan O'toole"
"2830","Phytolith","Acute",NA,NA,NA,"V332514_L2257",2,0,"Megan O'toole"
"2831","Phytolith","Acute","Arcuate",NA,NA,"V332514_L2257",2,0,"Megan O'toole"
"2832","Phytolith","Bilobate",NA,NA,NA,"V332514_L2257",2,0,"Megan O'toole"
"2833","Phytolith","Blocky",NA,NA,NA,"V332514_L2257",2,14,"Megan O'toole"
"2834","Phytolith","Brachiate",NA,NA,NA,"V332514_L2257",2,3,"Megan O'toole"
"2835","Phytolith","Bulliform_flabellate",NA,NA,NA,"V332514_L2257",2,0,"Megan O'toole"
"2836","Phytolith","Elongate",NA,NA,NA,"V332514_L2257",2,0,"Megan O'toole"
"2837","Phytolith","Elongate","Arcuate_type_1",NA,NA,"V332514_L2257",2,1,"Megan O'toole"
"2838","Phytolith","Elongate","Dentate",NA,NA,"V332514_L2257",2,0,"Megan O'toole"
"2839","Phytolith","Elongate","Entire_type_1",NA,NA,"V332514_L2257",2,1,"Megan O'toole"
"2840","Phytolith","Elongate","Entire_type_2",NA,NA,"V332514_L2257",2,9,"Megan O'toole"
"2841","Phytolith","Elongate","Sinuate",NA,NA,"V332514_L2257",2,3,"Megan O'toole"
"2842","Phytolith","Oblong","Psilate",NA,NA,"V332514_L2257",2,37,"Megan O'toole"
"2843","Phytolith","Polygonal","Tabular_type_1",NA,NA,"V332514_L2257",2,0,"Megan O'toole"
"2844","Phytolith","Polygonal","Tabular_type_2",NA,NA,"V332514_L2257",2,1,"Megan O'toole"
"2845","Phytolith","Polyhedral","Sclereid",NA,NA,"V332514_L2257",2,14,"Megan O'toole"
"2846","Phytolith","Rondel",NA,NA,NA,"V332514_L2257",2,4,"Megan O'toole"
"2847","Phytolith","Spheroid","Granulate",NA,NA,"V332514_L2257",2,3,"Megan O'toole"
"2848","Phytolith","Spheroid","Psilate",NA,NA,"V332514_L2257",2,27,"Megan O'toole"
"2849","Phytolith","Spheroid","Ornate",NA,NA,"V332514_L2257",2,9,"Megan O'toole"
"2850","Phytolith","Spheroid","Plicate",NA,NA,"V332514_L2257",2,2,"Megan O'toole"
"2851","Phytolith","Tracheary_annulate",NA,NA,NA,"V332514_L2257",2,6,"Megan O'toole"
"2852","Phytolith","Cross",NA,NA,NA,"V332514_L2257",2,0,"Megan O'toole"
"2853","Phytolith","Unknown_Fragment",NA,NA,NA,"V332514_L2257",2,92,"Megan O'toole"
"2854","Sponge_Spicule",NA,NA,NA,NA,"V332514_L2257",2,3,"Megan O'toole"
"2855","Charred",NA,NA,NA,NA,"V332514_L2257",2,25,"Megan O'toole"
"2856","Unknown",NA,NA,NA,NA,"V332514_L2257",2,7,"Megan O'toole"
"2857","Diatom","Araphid",NA,"spp.",NA,"V332514_L2257",3,0,"Megan O'toole"
"2858","Diatom","Araphid","Fragilaria","vaucheriae",NA,"V332514_L2257",3,0,"Megan O'toole"
"2859","Diatom","Araphid","Fragilariales","spp.",NA,"V332514_L2257",3,0,"Megan O'toole"
"2860","Diatom","Araphid","Odontidium","spp.",NA,"V332514_L2257",3,0,"Megan O'toole"
"2861","Diatom","Araphid","Punctastriata","mimetica",NA,"V332514_L2257",3,0,"Megan O'toole"
"2862","Diatom","Araphid","Pseudostaurosira","brevistriata",NA,"V332514_L2257",3,0,"Megan O'toole"
"2863","Diatom","Araphid","Pseudostaurosira","trainorii",NA,"V332514_L2257",3,0,"Megan O'toole"
"2864","Diatom","Araphid","Staurosira","construens","construens","V332514_L2257",3,0,"Megan O'toole"
